Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 5 [12800/49000 (26%)]	Train Loss: 0.722259	Val Loss: 0.750757	Val Acc: 74.375
Train Epoch: 5 [14080/49000 (29%)]	Train Loss: 0.652249	Val Loss: 0.728704	Val Acc: 74.53125
Train Epoch: 5 [15360/49000 (31%)]	Train Loss: 0.610950	Val Loss: 0.702075	Val Acc: 75.46875
Train Epoch: 5 [16640/49000 (34%)]	Train Loss: 0.653232	Val Loss: 0.703469	Val Acc: 76.09375
Train Epoch: 5 [17920/49000 (37%)]	Train Loss: 0.584185	Val Loss: 0.757154	Val Acc: 75.3125
Train Epoch: 5 [19200/49000 (39%)]	Train Loss: 0.599128	Val Loss: 0.780655	Val Acc: 74.21875
Train Epoch: 5 [20480/49000 (42%)]	Train Loss: 0.852144	Val Loss: 0.709406	Val Acc: 76.5625
Train Epoch: 5 [21760/49000 (44%)]	Train Loss: 0.658666	Val Loss: 0.765641	Val Acc: 73.59375
Train Epoch: 5 [23040/49000 (47%)]	Train Loss: 0.671344	Val Loss: 0.715147	Val Acc: 74.21875
Train Epoch: 5 [24320/49000 (50%)]	Train Loss: 0.792475	Val Loss: 0.755056	Val Acc: 74.6875
Train Epoch: 5 [25600/49000 (52%)]	Train Loss: 0.687379	Val Loss: 0.710829	Val Acc: 76.71875
Train Epoch: 5 [26880/49000 (55%)]	Train Loss: 0.555939	Val Loss: 0.746523	Val Acc: 74.375
Train Epoch: 5 [28160/49000 (57%)]	Train Loss: 0.611194	Val Loss: 0.685589	Val Acc: 77.34375
Train Epoch: 5 [29440/49000 (60%)]	Train Loss: 0.709024	Val Loss: 0.709477	Val Acc: 77.65625
Train Epoch: 5 [30720/49000 (63%)]	Train Loss: 0.629782	Val Loss: 0.711498	Val Acc: 75.9375
Train Epoch: 5 [32000/49000 (65%)]	Train Loss: 0.653577	Val Loss: 0.682266	Val Acc: 76.71875
Train Epoch: 5 [33280/49000 (68%)]	Train Loss: 0.751168	Val Loss: 0.665144	Val Acc: 79.21875
Train Epoch: 5 [34560/49000 (70%)]	Train Loss: 0.573217	Val Loss: 0.683884	Val Acc: 76.875
Train Epoch: 5 [35840/49000 (73%)]	Train Loss: 0.784515	Val Loss: 0.732448	Val Acc: 74.375
Train Epoch: 5 [37120/49000 (76%)]	Train Loss: 0.634846	Val Loss: 0.690196	Val Acc: 76.25
Train Epoch: 5 [38400/49000 (78%)]	Train Loss: 0.654570	Val Loss: 0.702055	Val Acc: 75.625
Train Epoch: 5 [39680/49000 (81%)]	Train Loss: 0.602821	Val Loss: 0.661399	Val Acc: 76.71875
Train Epoch: 5 [40960/49000 (84%)]	Train Loss: 0.715822	Val Loss: 0.744359	Val Acc: 75.78125
Train Epoch: 5 [42240/49000 (86%)]	Train Loss: 0.550687	Val Loss: 0.684535	Val Acc: 77.96875
Train Epoch: 5 [43520/49000 (89%)]	Train Loss: 0.527740	Val Loss: 0.709029	Val Acc: 74.84375
Train Epoch: 5 [44800/49000 (91%)]	Train Loss: 0.629120	Val Loss: 0.710407	Val Acc: 75.78125
Train Epoch: 5 [46080/49000 (94%)]	Train Loss: 0.665289	Val Loss: 0.701096	Val Acc: 75.46875
Train Epoch: 5 [47360/49000 (97%)]	Train Loss: 0.485233	Val Loss: 0.669453	Val Acc: 77.03125
Train Epoch: 5 [48640/49000 (99%)]	Train Loss: 0.715770	Val Loss: 0.669004	Val Acc: 76.5625
Train Epoch: 6 [0/49000 (0%)]	Train Loss: 2.307609	Val Loss: 0.701541	Val Acc: 76.40625
Train Epoch: 6 [1280/49000 (3%)]	Train Loss: 0.573174	Val Loss: 0.742600	Val Acc: 75.9375
Train Epoch: 6 [2560/49000 (5%)]	Train Loss: 0.600611	Val Loss: 0.655173	Val Acc: 79.0625
Train Epoch: 6 [3840/49000 (8%)]	Train Loss: 0.624794	Val Loss: 0.688415	Val Acc: 76.5625
Train Epoch: 6 [5120/49000 (10%)]	Train Loss: 0.647517	Val Loss: 0.607373	Val Acc: 79.6875
Train Epoch: 6 [6400/49000 (13%)]	Train Loss: 0.725758	Val Loss: 0.664778	Val Acc: 77.34375
Train Epoch: 6 [7680/49000 (16%)]	Train Loss: 0.504051	Val Loss: 0.681446	Val Acc: 76.25
Train Epoch: 6 [8960/49000 (18%)]	Train Loss: 0.557092	Val Loss: 0.763446	Val Acc: 75.15625
Train Epoch: 6 [10240/49000 (21%)]	Train Loss: 0.577513	Val Loss: 0.659460	Val Acc: 76.5625
Train Epoch: 6 [11520/49000 (23%)]	Train Loss: 0.724300	Val Loss: 0.689073	Val Acc: 76.875
Train Epoch: 6 [12800/49000 (26%)]	Train Loss: 0.425978	Val Loss: 0.668306	Val Acc: 77.8125
Train Epoch: 6 [14080/49000 (29%)]	Train Loss: 0.518888	Val Loss: 0.644086	Val Acc: 78.125
Train Epoch: 6 [15360/49000 (31%)]	Train Loss: 0.618085	Val Loss: 0.637999	Val Acc: 79.0625
Train Epoch: 6 [16640/49000 (34%)]	Train Loss: 0.616807	Val Loss: 0.629396	Val Acc: 78.28125
Train Epoch: 6 [17920/49000 (37%)]	Train Loss: 0.635518	Val Loss: 0.634488	Val Acc: 78.28125
Train Epoch: 6 [19200/49000 (39%)]	Train Loss: 0.670985	Val Loss: 0.695121	Val Acc: 77.34375
Train Epoch: 6 [20480/49000 (42%)]	Train Loss: 0.557523	Val Loss: 0.674078	Val Acc: 78.28125
Train Epoch: 6 [21760/49000 (44%)]	Train Loss: 0.515509	Val Loss: 0.622215	Val Acc: 78.59375
Train Epoch: 6 [23040/49000 (47%)]	Train Loss: 0.587685	Val Loss: 0.635582	Val Acc: 77.5
Train Epoch: 6 [24320/49000 (50%)]	Train Loss: 0.537075	Val Loss: 0.653375	Val Acc: 78.125
Train Epoch: 6 [25600/49000 (52%)]	Train Loss: 0.522115	Val Loss: 0.666037	Val Acc: 76.875
Train Epoch: 6 [26880/49000 (55%)]	Train Loss: 0.699418	Val Loss: 0.682040	Val Acc: 76.71875
Train Epoch: 6 [28160/49000 (57%)]	Train Loss: 0.782315	Val Loss: 0.640068	Val Acc: 78.75
Train Epoch: 6 [29440/49000 (60%)]	Train Loss: 0.595883	Val Loss: 0.652484	Val Acc: 77.65625
Train Epoch: 6 [30720/49000 (63%)]	Train Loss: 0.772731	Val Loss: 0.639423	Val Acc: 78.90625
Train Epoch: 6 [32000/49000 (65%)]	Train Loss: 0.463457	Val Loss: 0.638510	Val Acc: 78.90625
Train Epoch: 6 [33280/49000 (68%)]	Train Loss: 0.679316	Val Loss: 0.620411	Val Acc: 77.65625
Train Epoch: 6 [34560/49000 (70%)]	Train Loss: 0.556174	Val Loss: 0.586696	Val Acc: 82.03125
Train Epoch: 6 [35840/49000 (73%)]	Train Loss: 0.402532	Val Loss: 0.608168	Val Acc: 78.75
Train Epoch: 6 [37120/49000 (76%)]	Train Loss: 0.593058	Val Loss: 0.613800	Val Acc: 78.75
Train Epoch: 6 [38400/49000 (78%)]	Train Loss: 0.474156	Val Loss: 0.594071	Val Acc: 80.3125
Train Epoch: 6 [39680/49000 (81%)]	Train Loss: 0.460601	Val Loss: 0.675322	Val Acc: 78.125
Train Epoch: 6 [40960/49000 (84%)]	Train Loss: 0.477130	Val Loss: 0.649700	Val Acc: 77.65625
Train Epoch: 6 [42240/49000 (86%)]	Train Loss: 0.512714	Val Loss: 0.660255	Val Acc: 77.03125
Train Epoch: 6 [43520/49000 (89%)]	Train Loss: 0.571646	Val Loss: 0.609903	Val Acc: 79.53125
Train Epoch: 6 [44800/49000 (91%)]	Train Loss: 0.451651	Val Loss: 0.578138	Val Acc: 80.3125
Train Epoch: 6 [46080/49000 (94%)]	Train Loss: 0.549873	Val Loss: 0.629412	Val Acc: 78.4375
Train Epoch: 6 [47360/49000 (97%)]	Train Loss: 0.463876	Val Loss: 0.631486	Val Acc: 78.90625
Train Epoch: 6 [48640/49000 (99%)]	Train Loss: 0.466667	Val Loss: 0.653461	Val Acc: 77.96875
Train Epoch: 7 [0/49000 (0%)]	Train Loss: 2.204798	Val Loss: 0.647355	Val Acc: 77.1875
